HCCIS ID,NPI,Hospital Name,City,Address,Multiple unit,P.O. Box,County,State,Zip,Zip4,Phone,Fax,Administrator First Name,Administrator Last Name,Administrator Title,Administrator e-mail,CFO Name,Contact Person First Name,Contact Person Last Name,Contact Person Title,Contact Person Phone,Contact Person Extension,Contact Person Fax,Contact Person e-mail,Contact Address,Contact Multiple Unit,City,State,Zip Code,Zip 4 ,County,Hospital Website Address,System Affiliation,Affiliation Type,CAH,Emergency Department Physician Director,Courtesy Contact Person First Name,Courtesy Contact Person Last Name,Courtesy Contact Person Title,Courtesy Contact Person Phone,Courtesy Contact Person Extension,Courtesy Contact Person Fax,Courtesy Contact Person e-mail,Courtesy Contact Address,Courtesy Contact Multiple Unit,Courtesy Contact City,Courtesy Contact State,Courtesy Contact Zip5,Coutesy Contact Zip4,Courtesy Contact 2 Person First Name,Courtesy Contact 2 Person Last Name,Courtesy Contact 2 Person Title,Courtesy Contact 2 Person Phone,Courtesy Contact 2 Person Extension,Courtesy Contact 2 Person Fax,Courtesy Contact 2 Person e-mail,Courtesy Contact 2 Address,Courtesy Contact 2 Multiple Unit,Courtesy Contact 2 City,Courtesy Contact 2 State,Courtesy Contact 2 Zip5,Coutesy Contact Zip4,Capital Expenditure Person First Name,Capital Expenditure Person Last Name,Capital Expenditure Person Title,Capital Expenditure Person Phone,Capital Expenditure Person Extension,Capital Expenditure Person Fax,Capital Expenditure Person e-mail,Capital Expenditure Address,Capital Expenditure Multiple Unit,Capital Expenditure City,Capital Expenditure State,Capital Expenditure Zip5,Coutesy Contact Zip4
162,1952307688,United Hospital District,BLUE EARTH,515 S. Moore St.     ,,,FARIBAULT,MN,56013,2158,5075263273,5075263621,Rick,Ash,Chief Executive Officer,rickash@uhd.org,Patrick Justin,Karen,Gossen,Accountant,5075267949,NULL,5075263621,kgossen@uhd.org,"515 S Moore Street, P.O. Box 160, , ",,Blue Earth,MN,56013,,Faribault,www.uhd.org,No Affiliation,,1,"Aaron Johnson, MD",Patrick,Justin,CFO,5075267908,NULL,5075263621,pjustin@uhd.org,"515 S Moore Street, P.O. Box 160, , ",,Blue Earth,MN,56013,,,,,,,,,,,,,,,Karen,Gossen,Accountant,5075267949,NULL,5075263621,kgossen@uhd.org,"515 S Moore Street, P.O. Box 160, , ",,Blue Earth,MN,56013,
142,1568415974,St. Joseph's Medical Center,BRAINERD,523 North Third Street    ,,,CROW WING,MN,56401,3054,2188292861,2188283103,Adam,Rees,President Essentia Health Central Region,adam.rees@essentiahealth.org,David Pilot,Dan,Larsen,Principal,5074347055,NULL,5074378997,dan.larsen@claconnect.com,"109 North Main St, , ",,Austin,MN,55912,,Mower,www.essentiahealth.org,Essentia Health,Owned,0,"Rebecca Holcomb, MD",Kim,Welliver,Associate Accounting SR,2188287645,NULL,NULL,kimberly.welliver@essentiahealth.org,"523 N Third St, ",,Brainerd,MN,56401,3054,David,Pilot,Chief Financial Officer,2188287642,NULL,2188283103,david.pilot@essentiahealth.org,"523 N Third St, ",,Brainerd,MN,56401,3054,David,Pilot,Chief Financial Officer,2188287642,NULL,2188283103,david.pilot@essentiahealth.org,"523 N Third St, ",,Brainerd,MN,56401,3054
134,1639162381,St. Francis Medical Center,BRECKENRIDGE,2400 St. Francis Drive    ,,,WILKIN,MN,56520,1242,2186433000,2186437344,David,Nelson,President/CEO,davidnelson@catholichealth.net,Cynthia Thormodson,Jessica,Carlson,FISA Senior Analyst,7012378019,NULL,7012378195,jessicacarlson@catholichealth.net,4784 Amber Valley Parkway,,Fargo,ND,58104,,Cass,www.sfcare.org,Catholic Health Initiatives,Owned,1,Dr. William Mayo,Kristin,Nicholson,Division Accountant,2186430371,NULL,2186430855,kristinnicholson@catholichealth.net,"2400 ST FRANCIS DR, , , , ",,Breckenridge,MN,56520,1242,,,,,,,,,,,,,,Kristin,Nicholson,Division Accountant,2186430371,NULL,2186430855,kristinnicholson@catholichealth.net,"2400 ST FRANCIS DR, , , , ",,Breckenridge,MN,56520,1242
259,1215182928,PrairieCare,BROOKLYN PARK,9400 Zane Ave N,,,HENNEPIN,MN,55443,,7637628800,7633153539,Joel,"Oberstar, Md",CEO,joberstar@prairie-care.com,Randy Drager,Randy,Drager,CFO,7637626809,NULL,7633154669,rdrager@prairie-care.com,9400 Zane Ave,,Brooklyn Park,MN,55443,,Hennepin,www.prairie-care.com,No Affiliation,,0,"Joel Oberstar, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,Randy,Drager,CFO,7637626809,NULL,7633154669,rdrager@prairie-care.com,9400 Zane Ave,,Brooklyn Park,MN,55443,
11,1538123567,Buffalo Hospital,BUFFALO,303 Catlin Street    ,,,WRIGHT,MN,55313,1947,7636821212,7636847105,Jennifer,Myster,President,jennifer.myster@allina.com,Heather Johnson,Steve,Milbrandt,Senior Reimbursement Analyst,6122624722,NULL,6122624722,steven.milbrandt@allina.com,"PO Box 43, Mail Route 10809, ",,Minneapolis,MN,55440,43,Hennepin,www.allinahealth.org/buffalo-hospital,Allina Hospitals and Clinics,Owned,0,Dr. Christine Delmonico,Becky,Krenik,Reimbursement Manager,6122624720,NULL,6122624720,becky.krenik@allina.com,MR 10809 P.O.Box 43,,Minneapolis,MN,55440,43,Trisha,Schirmers,Reimbursement Director,6122624719,NULL,6122624719,trisha.schirmers@allina.com,MR 10809 P.O.Box 43,Mail Route 10809,Minneapolis,MN,55440,43,Steve,Milbrandt,Senior Reimbursement Analyst,6122624722,NULL,6122624722,steven.milbrandt@allina.com,"PO Box 43, Mail Route 10809, ",,Minneapolis,MN,55440,43
42,1245217520,Fairview Ridges Hospital,BURNSVILLE,201 East Nicollet Boulevard    ,,,DAKOTA,MN,55337,5714,9528922000,9528922107,Patrick,Belland,President,pbellan2@fairview.org,Dan Fromm,Gary,Lodge,Sr. Government Reimbursement Analyst,6126726053,NULL,6126726986,glodge1@fairview.org,"400 Stinson Blvd. NE, , , , , ",,Minneapolis,MN,58541,-261,Hennepin,www.fairview.org,Fairview Health Services,Owned,0,"Michael Rock, MD",Deborah,Mayland-Poyzer,Director of Government Reimbursement,6126727067,NULL,6126726986,dmaylan1@fairview.org,400 Stinson Blvd NE,,Minneapolis,MN,55413,2613,Tim,Fried,Government Reimbursement Supervisor,6126726736,NULL,6126726986,tfried1@fairview.org,400 Stinson Blvd NE,,Minneapolis,MN,55413,2613,James,Eckman,Sr Financial Analyst II,6126724668,NULL,6126721240,jeckman3@fairview.org,400 Stinson Blvd NE,,Minneapolis,MN,55413,2613
13,1568427383,Cambridge Medical Center,CAMBRIDGE,701 Dellwood Street South   ,,,ISANTI,MN,55008,1920,7636897700,7636887941,Gary,Shaw,President,Gary.Shaw@allina.com,Nancy Treacy,Taha,Valibhai,Reimbursement Analyst,6122624724,NULL,6122624724,taha.valibhai@allina.com,"P.O. Box 43, Mail Route 10809, ",,Minneapolis,MN,55440,43,Hennepin,http://www.allinahealth.org/Cambridge-Medical-Center/,Allina Hospitals and Clinics,Owned,0,Dr. Mark Thayer,Becky,Krenik,Reimbursement Manager,6122624720,NULL,6122624720,becky.krenik@allina.com,MR 10809 P.O.Box 43,,Minneapolis,MN,55440,43,Trisha,Schirmers,Reimbursement Director,6122624719,NULL,6122624719,trisha.schirmers@allina.com,MR 10809 P.O.Box 43,Mail Route 10809,Minneapolis,MN,55440,43,Taha,Valibhai,Reimbursement Analyst,6122624724,NULL,6122624724,taha.valibhai@allina.com,"P.O. Box 43, Mail Route 10809, ",,Minneapolis,MN,55440,43
14,1780781054,Sanford Canby Medical Center,CANBY,112 Saint Olaf Avenue South  ,,,YELLOW MEDICINE,MN,56220,1433,5072237277,5072237340,Lori,Sisk,CEO,Lori.Sisk@sanfordhealth.org,Allison Nelson,Sherri,Wisniewski,Finance Assistant,5072237277,340,5072237340,sherri.wisniewski@sanfordhealth.org,"112 SAINT OLAF AVE S, , ",,Canby,MN,56220,1433,Yellow Medicine,www.sanfordhealth.org,Sanford Health,Leased,1,Dr. Maritza Lopez,Allison,Nelson,CFO,5072237277,273,5072237340,allison.nelson@sanfordhealth.org,,,,  ,,,,,,,,,,,,,,,,Sherri,Wisniewski,Finance Assistant,5072237277,340,5072237340,sherri.wisniewski@sanfordhealth.org,"112 SAINT OLAF AVE S, , ",,Canby,MN,56220,1433
15,1063435410,Mayo Clinic Health System - Cannon Falls,CANNON FALLS,32021 County 24 Boulevard ,,,GOODHUE,MN,55009,1824,5072634221,5072637853,Glenn,Christian,Administrator,Christian.Glenn@mayo.edu,James J. Tarasovitch,Wanda,Fjerstad,Regulatory/Reimbursement Analyst,5072845761,NULL,5072840986,fjerstad.wanda@mayo.edu,"200 1st St SW, , , , ",,Rochester,MN,55905,----,Olmsted,http://www.cannonhealth.org/,Mayo Clinic,Owned,1,Janet Chestnut,Glenn,Christian,Administrator,5072639703,NULL,NULL,Christian.Glenn@mayo.edu,"32021 County 24 Boulevard, ",,CANNON FALLS,MN,55009,1824,,,,,,,,,,,,,,Wanda,Fjerstad,Regulatory/Reimbursement Analyst,5072845761,NULL,5072840986,fjerstad.wanda@mayo.edu,"200 1st St SW, , , , ",,Rochester,MN,55905,----
214,,US Public Health Service - Cass Lake,CASS LAKE,Rural Route3,,,CASS,MN,56633,,2183352293,,Luella,Brown,,,,,,,,,,,,,,,,,,,US Public Health Service,Owned,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1003869082,Cloquet Memorial Hospital Association,CLOQUET,512 Skyline Boulevard     ,,,CARLTON,MN,55720,1199,2188794641,2188799167,Rick,Breuer,CEO/Administrator,rbreuer@cloquethospital.com,Brad Anderson,Steve,Peterson,Director of Accounting,2188787035,NULL,2188799167,speterson@cloquethospital.com,"512 SKYLINE BLVD, , , , , ",,Cloquet,MN,55720,1199,Carlton,www.cloquethospital.com,No Affiliation,,1,Dr. Chad Fey,,,,,,,,,,,,,,,,,,,,,,,,,,,Brad,Anderson,CFO,2188787027,NULL,2188799167,banderson@cloquethospital.com,,,,MN,,
29,1992763858,Cook Hospital & C&NC,COOK,10 5th St SE    ,,,ST. LOUIS,MN,55723,9702,2186665945,2186666228,Teresa,Debevec,Administrator,tdebevec@cook.sisunet.org,Kaylee Hoard,Kaylee,Hoard,CFO,2186666263,NULL,2186666228,khoard@cook.sisunet.org,"10 5th St SE, , ",,Cook,MN,55723,9702,ST. LOUIS,www.cookhospital.org,No Affiliation,,1,"Mathew Holmes, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,Kaylee,Hoard,CFO,2186666263,NULL,2186666228,khoard@cook.sisunet.org,"10 5th St SE, , ",,Cook,MN,55723,9702
84,1316904287,Mercy Hospital,COON RAPIDS,4050 Coon Rapids Blvd. NW    ,,,ANOKA,MN,55433,2522,7632366000,7632368650,Sara,Criger,SVP President,sara.criger@allina.com,Gerald Pietz,Cassandra,Pender,Reimbursement Analyst,6122624732,NULL,6122624732,cassandra.pender@allina.com,"MR 10809, P.O. Box 43, ",,Minneapolis,MN,55440,43,Hennepin,www.allinahealth.org/Mercy-Hospital/,Allina Hospitals and Clinics,Owned,0,Dr. Michael Schwemm,Trisha,Schirmers,Reimbursement Director,6122624719,NULL,6122624719,trisha.schirmers@allina.com,MR 10809 P.O.Box 43,Mail Route 10809,Minneapolis,MN,55440,43,Roger,Newcome,Manager of Reimbursement,6122624721,NULL,6122624721,Roger.Newcome@allina.com,"P.O. Box 43, Mail Route 10809, ",,Minneapolis,MN,55440,43,Cassandra,Pender,Reimbursement Analyst,6122624732,NULL,6122624732,cassandra.pender@allina.com,"MR 10809, P.O. Box 43, ",,Minneapolis,MN,55440,43
119,1477525566,Riverview Healthcare Association,CROOKSTON,323 South Minnesota Street      ,,,POLK,MN,56716,1601,2182819200,2182819222,Carrie,Michalski,CEO,CMichalski@riverviewhealth.org,Betty Arvidson,Darryn,McGarvey,Principal,6123764624,NULL,6123764850,darryn.mcgarvey@CLAconnect.com,"220 South 6th Street Ste 300, , , ",,Minneapolis,MN,55402,1436,Hennepin,www.riverhealth.org,No Affiliation,,1,Dr. Fashoro,,,,,,,,,,,,,,,,,,,,,,,,,,,Betty,Arvidson,CFO,2182819756,NULL,2182819222,barvidson@riverviewhealth.org,323 S Minnesota Street,,Crookston,MN,56716,
31,1538143896,Cuyuna Regional Medical Center,CROSBY,320 East Main Street  ,,,CROW WING,MN,56441,1645,2185467000,2185467268,John H.,Solheim,CEO,jsolheim@cuyunamed.org,Kyle Bauer,Kyle,Bauer,CFO,2185462366,NULL,2185467268,kbauer@cuyunamed.org,"320 East Main Street, , ",,Crosby,MN,56441,--,,www.cuyunamed.org,No Affiliation,,1,Paul Allegra,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyle,Bauer,CFO,2185462366,NULL,2185467268,kbauer@cuyunamed.org,"320 East Main Street, , ",,Crosby,MN,56441,--
66,1093745051,Johnson Memorial Health Services,DAWSON,1282 Walnut Street      ,,,LAC QUI PARLE,MN,56232,2333,3207694323,3207692972,Stacey,Lee,Administrator,slee@jmhsmn.org,Crystal M Bothun,Crystal M,Bothun,CFO,3203122104,NULL,3207692972,cmbothun@jmhsmn.org,"1282 Walnut Street, , ",,Dawson,MN,56232,2333,Lac Qui Parle,jmhsdawson.com,No Affiliation,,1,Dr. Ralph Gerbig,Jacob,Redepenning,Business Office Manager,3203122118,NULL,NULL,jredepenning@jmhsmn.org,,,,  ,,,,,,,,,,,,,,,,Crystal M,Bothun,CFO,3203122104,NULL,3207692972,cmbothun@jmhsmn.org,"1282 Walnut Street, , ",,Dawson,MN,56232,2333
25,1225049018,Essentia Health - Deer River,DEER RIVER,115 10th Ave NE   ,,,ITASCA,MN,56636,9700,2182462900,2182462913,Marsha,Green,Administrator,Marsha.Green@EssentiaHealth.org,Kevin Boren,Tim,Adamich,Finance Manager,2182464204,NULL,NULL,tim.adamich@essentiahealth.org,,,,  ,,,,www.essentiahealth.org,Essentia Health,Owned,1,"Steven Pitschka, MD",Rachel,Plesha,Manager of Financial Reporting,2187861432,NULL,2187868406,Rachel.Plesha@EssentiaHealth.org ,"532 E. First Street, ",,Duluth,MN,55805,,Michael,Vuchetich,Accounting Analyst I,2187861242,NULL,2187868406,Michael.Vuchetich@essentiahealth.org,"532 E. First Street, ",,Duluth,MN,55805,1984,Laura,Carlson,Accounting Analyst II,2187861703,NULL,2187868406,Laura.Carlson@EssentiaHealth.org ,"532 E. First Street, ",,Duluth,MN,55805,
